 Wavelength (nm) | Sum        | Al I (2.4e-02) | Al II (4.8e-01) | Al III (3.5e-04) | Ca I (8.5e-03) | Ca II (4.5e-01) | Ca III (4.6e-02) |
     214.92      | 1.181e+8   | 1.149e+8       |                 |                  | 3.261e+6       |                 | 8.397e-6         |
     214.97      | 1.502e+8   | 1.458e+8       |                 |                  | 4.367e+6       |                 | 1.587e-5         |
     215.02      | 1.749e+8   | 1.696e+8       |                 |                  | 5.247e+6       |                 | 2.693e-5         |
     215.07      | 1.841e+8   | 1.784e+8       |                 |                  | 5.660e+6       |                 | 4.102e-5         |
     215.12      | 1.743e+8   | 1.688e+8       |                 |                  | 5.479e+6       |                 | 5.609e-5         |
     215.17      | 1.482e+8   | 1.435e+8       |                 |                  | 4.761e+6       |                 | 6.885e-5         |
     215.22      | 1.132e+8   | 1.095e+8       |                 |                  | 3.713e+6       |                 | 7.588e-5         |
     215.27      | 7.760e+7   | 7.500e+7       |                 |                  | 2.599e+6       |                 | 7.506e-5         |
     215.32      | 4.774e+7   | 4.611e+7       |                 |                  | 1.633e+6       |                 | 6.666e-5         |
     215.37      | 2.637e+7   | 2.544e+7       |                 |                  | 9.209e+5       |                 | 5.314e-5         |
     215.42      | 1.307e+7   | 1.260e+7       |                 |                  | 4.661e+5       |                 | 3.803e-5         |
     215.47      | 5.814e+6   | 5.602e+6       |                 |                  | 2.117e+5       |                 | 2.443e-5         |
     215.52      | 2.322e+6   | 2.235e+6       |                 |                  | 8.633e+4       |                 | 1.409e-5         |
     215.57      | 8.321e+5   | 8.005e+5       |                 |                  | 3.159e+4       |                 | 7.295e-6         |
     215.62      | 2.677e+5   | 2.573e+5       |                 |                  | 1.038e+4       |                 | 3.390e-6         |
     215.67      | 7.728e+4   | 7.422e+4       |                 |                  | 3.060e+3       |                 | 1.415e-6         |
     215.72      | 2.003e+4   | 1.922e+4       |                 |                  | 8.097e+2       |                 | 5.313e-7         |
     215.77      | 4.659e+3   | 4.466e+3       |                 |                  | 1.923e+2       |                 | 1.837e-7         |
     215.82      | 9.726e+2   | 9.317e+2       |                 |                  | 4.099e+1       |                 | 7.177e-8         |
     215.87      | 1.823e+2   | 1.745e+2       |                 |                  | 7.844e+0       |                 | 6.643e-8         |
     215.92      | 3.107e+1   | 2.973e+1       |                 |                  | 1.347e+0       |                 | 1.378e-7         |
     215.97      | 7.670e+0   | 7.462e+0       |                 |                  | 2.076e-1       |                 | 3.129e-7         |
     216.02      | 2.059e+1   | 2.056e+1       |                 |                  | 2.872e-2       |                 | 6.525e-7         |
     216.07      | 1.179e+2   | 1.179e+2       |                 |                  | 3.567e-3       |                 | 1.225e-6         |
     216.12      | 6.252e+2   | 6.252e+2       |                 |                  | 3.975e-4       |                 | 2.068e-6         |
